SHOP_YEAR,SHOP_YM,SHOP_MONTH_LD,LAST_SHOP_YM,CUST_CODE,CUST_PRICE_SENSITIVITY,CUST_LIFESTAGE,ORDER_PER_MONTH,SPENDING_PER_MONTH,ROW_NO
2006,200611,2006-11-30,200610,CUST0000001163,MM,,1,0.52,2
2007,200702,2007-02-28,200701,CUST0000001163,MM,,1,21.580000000000002,3
2008,200806,2008-06-30,200805,CUST0000001163,MM,,1,0.52,4
2006,200604,2006-04-30,200603,CUST0000001194,MM,OT,1,29.680000000000003,1
2006,200605,2006-05-31,200604,CUST0000001194,MM,OT,1,48.74,2
2006,200606,2006-06-30,200605,CUST0000001194,MM,OT,5,76.26,3
2006,200607,2006-07-31,200606,CUST0000001194,MM,OT,6,84.62,4
2006,200608,2006-08-31,200607,CUST0000001194,MM,OT,3,20.599999999999998,5
2006,200609,2006-09-30,200608,CUST0000001194,MM,OT,4,115.38,6
2006,200610,2006-10-31,200609,CUST0000001194,MM,OT,1,6.2900000000000009,7
2006,200611,2006-11-30,200610,CUST0000001194,MM,OT,2,47.23,8
2006,200612,2006-12-31,200611,CUST0000001194,MM,OT,3,66.06,9
2007,200701,2007-01-31,200612,CUST0000001194,MM,OT,4,73.490000000000009,10
2007,200702,2007-02-28,200701,CUST0000001194,MM,OT,3,64.070000000000007,11
2007,200703,2007-03-31,200702,CUST0000001194,MM,OT,4,58.45,12
2007,200704,2007-04-30,200703,CUST0000001194,MM,OT,1,4.01,13
2007,200705,2007-05-31,200704,CUST0000001194,MM,OT,5,115.66,14
2007,200706,2007-06-30,200705,CUST0000001194,MM,OT,5,72.07,15
2007,200707,2007-07-31,200706,CUST0000001194,MM,OT,10,206.58000000000004,16
2007,200708,2007-08-31,200707,CUST0000001194,MM,OT,4,153.70000000000005,17
2007,200709,2007-09-30,200708,CUST0000001194,MM,OT,5,97.05,18
2007,200710,2007-10-31,200709,CUST0000001194,MM,OT,4,145.86,19
2007,200711,2007-11-30,200710,CUST0000001194,MM,OT,4,187.46,20
2007,200712,2007-12-31,200711,CUST0000001194,MM,OT,3,97.9,21
2008,200801,2008-01-31,200712,CUST0000001194,MM,OT,5,149.51,22
2008,200802,2008-02-29,200801,CUST0000001194,MM,OT,4,139.52,23
2008,200803,2008-03-31,200802,CUST0000001194,MM,OT,4,129.48000000000002,24
2008,200804,2008-04-30,200803,CUST0000001194,MM,OT,4,120.30000000000001,25
2008,200805,2008-05-31,200804,CUST0000001194,MM,OT,4,98.079999999999984,26
2008,200806,2008-06-30,200805,CUST0000001194,MM,OT,4,85.78,27
2006,200607,2006-07-31,200606,CUST0000002257,UM,YA,1,1.99,1
2006,200604,2006-04-30,200603,CUST0000002499,LA,YF,1,0.34,1
2006,200610,2006-10-31,200609,CUST0000002605,MM,OT,2,0.6,1
2007,200701,2007-01-31,200612,CUST0000002605,MM,OT,1,0.3,2
2007,200705,2007-05-31,200704,CUST0000002605,MM,OT,1,0.3,3
2008,200804,2008-04-30,200803,CUST0000002605,MM,OT,1,0.3,4
2008,200806,2008-06-30,200805,CUST0000002605,MM,OT,1,0.3,5
2006,200608,2006-08-31,200607,CUST0000002637,UM,OA,2,19.75,1
2006,200609,2006-09-30,200608,CUST0000002637,UM,OA,1,14.320000000000002,2
2006,200610,2006-10-31,200609,CUST0000002637,UM,OA,3,17.009999999999998,3
2006,200611,2006-11-30,200610,CUST0000002637,UM,OA,1,14.659999999999998,4
2006,200612,2006-12-31,200611,CUST0000002637,UM,OA,1,10.390000000000002,5
2007,200703,2007-03-31,200702,CUST0000002637,UM,OA,1,8.9,6
2007,200706,2007-06-30,200705,CUST0000002637,UM,OA,2,5.6499999999999995,7
2007,200710,2007-10-31,200709,CUST0000002637,UM,OA,1,12.700000000000001,8
2008,200803,2008-03-31,200802,CUST0000002637,UM,OA,1,2.1,9
2008,200804,2008-04-30,200803,CUST0000002637,UM,OA,1,14.659999999999998,10
2008,200805,2008-05-31,200804,CUST0000002637,UM,OA,1,4.49,11
2007,200704,2007-04-30,200703,CUST0000002638,LA,YA,1,15.59,1
2007,200707,2007-07-31,200706,CUST0000002813,MM,OT,1,19.339999999999996,1
2007,200708,2007-08-31,200707,CUST0000002813,MM,OT,2,22.56,2
2007,200709,2007-09-30,200708,CUST0000002813,MM,OT,2,26.67,3
2007,200711,2007-11-30,200710,CUST0000002813,MM,OT,2,26.21,4
2007,200712,2007-12-31,200711,CUST0000002813,MM,OT,1,6.7399999999999984,5
2008,200801,2008-01-31,200712,CUST0000002813,MM,OT,1,14.27,6
2008,200802,2008-02-29,200801,CUST0000002813,MM,OT,1,5.52,7
2008,200803,2008-03-31,200802,CUST0000002813,MM,OT,1,15,8
2008,200804,2008-04-30,200803,CUST0000002813,MM,OT,1,8.71,9
2007,200709,2007-09-30,200708,CUST0000003028,MM,OT,1,0.47,1
2007,200711,2007-11-30,200710,CUST0000003028,MM,OT,1,2.4000000000000004,2
2007,200712,2007-12-31,200711,CUST0000003028,MM,OT,2,1.98,3
2008,200801,2008-01-31,200712,CUST0000003028,MM,OT,2,5.76,4
2007,200701,2007-01-31,200612,CUST0000003044,LA,YF,2,32.17,1
2007,200710,2007-10-31,200709,CUST0000003252,LA,YF,1,1.25,1
2008,200804,2008-04-30,200803,CUST0000003252,LA,YF,1,2.58,2
2006,200605,2006-05-31,200604,CUST0000003287,MM,YF,1,33.83,1
2006,200606,2006-06-30,200605,CUST0000003287,MM,YF,2,39.84,2
2007,200701,2007-01-31,200612,CUST0000003287,MM,YF,1,10.48,3
2007,200705,2007-05-31,200704,CUST0000003287,MM,YF,1,31.67,4
2007,200706,2007-06-30,200705,CUST0000003287,MM,YF,2,31.840000000000003,5
2007,200707,2007-07-31,200706,CUST0000003287,MM,YF,1,10.23,6
2007,200709,2007-09-30,200708,CUST0000003287,MM,YF,2,47.390000000000008,7
2007,200710,2007-10-31,200709,CUST0000003287,MM,YF,1,5.8299999999999992,8
2008,200802,2008-02-29,200801,CUST0000003287,MM,YF,1,41.169999999999995,9
2008,200805,2008-05-31,200804,CUST0000003287,MM,YF,1,1.82,10
2007,200701,2007-01-31,200612,CUST0000003323,MM,YA,1,5.66,1
2007,200708,2007-08-31,200707,CUST0000003323,MM,YA,1,0.65,2
2007,200701,2007-01-31,200612,CUST0000003667,UM,OT,1,6.9799999999999995,1
2006,200604,2006-04-30,200603,CUST0000004088,MM,PE,2,32.67,1
2006,200605,2006-05-31,200604,CUST0000004088,MM,PE,4,76.47,2
2006,200606,2006-06-30,200605,CUST0000004088,MM,PE,2,38.01,3
2006,200607,2006-07-31,200606,CUST0000004088,MM,PE,1,10.1,4
2006,200608,2006-08-31,200607,CUST0000004088,MM,PE,2,24.919999999999998,5
2006,200609,2006-09-30,200608,CUST0000004088,MM,PE,8,58.980000000000011,6
2006,200610,2006-10-31,200609,CUST0000004088,MM,PE,3,39.29999999999999,7
2006,200611,2006-11-30,200610,CUST0000004088,MM,PE,5,40.3,8
2006,200612,2006-12-31,200611,CUST0000004088,MM,PE,2,21.909999999999997,9
2007,200701,2007-01-31,200612,CUST0000004088,MM,PE,4,46.49,10
2007,200702,2007-02-28,200701,CUST0000004088,MM,PE,3,61.03,11
2007,200703,2007-03-31,200702,CUST0000004088,MM,PE,2,16.380000000000003,12
2007,200704,2007-04-30,200703,CUST0000004088,MM,PE,2,12.379999999999999,13
2007,200705,2007-05-31,200704,CUST0000004088,MM,PE,4,28.209999999999997,14
2007,200706,2007-06-30,200705,CUST0000004088,MM,PE,3,6.0600000000000005,15
2007,200707,2007-07-31,200706,CUST0000004088,MM,PE,3,18.53,16
2007,200708,2007-08-31,200707,CUST0000004088,MM,PE,1,13.83,17
2007,200709,2007-09-30,200708,CUST0000004088,MM,PE,6,42.860000000000007,18
2007,200710,2007-10-31,200709,CUST0000004088,MM,PE,1,21.989999999999995,19
2007,200711,2007-11-30,200710,CUST0000004088,MM,PE,3,52.79,20
2007,200712,2007-12-31,200711,CUST0000004088,MM,PE,4,47.990000000000009,21
2008,200801,2008-01-31,200712,CUST0000004088,MM,PE,3,22.27,22
2008,200802,2008-02-29,200801,CUST0000004088,MM,PE,3,21.11,23
2008,200803,2008-03-31,200802,CUST0000004088,MM,PE,1,19.24,24
2008,200804,2008-04-30,200803,CUST0000004088,MM,PE,6,75.08,25
2008,200805,2008-05-31,200804,CUST0000004088,MM,PE,1,8.6399999999999988,26
2008,200806,2008-06-30,200805,CUST0000004088,MM,PE,3,42.76,27
2007,200706,2007-06-30,200705,CUST0000004507,LA,OT,1,2.35,1
2007,200710,2007-10-31,200709,CUST0000004781,UM,OT,1,6.72,1
2006,200604,2006-04-30,200603,CUST0000005053,MM,,1,1.54,1
2006,200607,2006-07-31,200606,CUST0000005053,MM,,1,7.5600000000000005,2
2006,200612,2006-12-31,200611,CUST0000005053,MM,,1,1.54,3
2007,200707,2007-07-31,200706,CUST0000005053,MM,,1,0.35,4
2006,200605,2006-05-31,200604,CUST0000005054,MM,,1,23.02,1
2006,200608,2006-08-31,200607,CUST0000005054,MM,,3,31.01,2
2006,200609,2006-09-30,200608,CUST0000005054,MM,,1,5.34,3
2008,200804,2008-04-30,200803,CUST0000005054,MM,,1,1.11,4
2008,200805,2008-05-31,200804,CUST0000005054,MM,,1,14.240000000000002,5
2008,200806,2008-06-30,200805,CUST0000005054,MM,,1,5.34,6
2006,200610,2006-10-31,200609,CUST0000005057,MM,,1,18.880000000000003,1
2007,200702,2007-02-28,200701,CUST0000005057,MM,,1,28.93,2
2007,200703,2007-03-31,200702,CUST0000005057,MM,,1,27.34,3
2008,200804,2008-04-30,200803,CUST0000005057,MM,,1,27.34,4
2007,200703,2007-03-31,200702,CUST0000005207,MM,YF,1,1.71,1
2007,200706,2007-06-30,200705,CUST0000005207,MM,YF,1,6.2299999999999995,2
2006,200610,2006-10-31,200609,CUST0000005551,MM,OT,1,13.37,1
2007,200709,2007-09-30,200708,CUST0000005551,MM,OT,1,23.51,2
2006,200607,2006-07-31,200606,CUST0000005626,UM,OT,1,0.7,1
2006,200612,2006-12-31,200611,CUST0000006052,UM,OT,1,0.53,1
2006,200610,2006-10-31,200609,CUST0000006087,XX,OT,1,6.35,1
2007,200702,2007-02-28,200701,CUST0000006193,MM,OA,1,8.129999999999999,1
2007,200704,2007-04-30,200703,CUST0000006193,MM,OA,2,4.95,2
2007,200711,2007-11-30,200710,CUST0000006193,MM,OA,1,3.23,3
2008,200803,2008-03-31,200802,CUST0000006298,MM,YA,1,13.62,1
2008,200802,2008-02-29,200801,CUST0000006485,LA,YA,1,6.49,1
2006,200612,2006-12-31,200611,CUST0000006617,MM,OA,1,65.97,1
2006,200607,2006-07-31,200606,CUST0000006666,LA,YA,2,31.1,1
2006,200610,2006-10-31,200609,CUST0000006666,LA,YA,1,2.1,2
2006,200611,2006-11-30,200610,CUST0000006666,LA,YA,1,1.22,3
2006,200612,2006-12-31,200611,CUST0000006666,LA,YA,1,20.92,4
2007,200710,2007-10-31,200709,CUST0000006666,LA,YA,1,0.71,5
2008,200805,2008-05-31,200804,CUST0000006666,LA,YA,1,0.97,6
2006,200607,2006-07-31,200606,CUST0000007392,MM,YA,1,19.51,1
2006,200608,2006-08-31,200607,CUST0000007392,MM,YA,3,24.650000000000002,2
2006,200609,2006-09-30,200608,CUST0000007392,MM,YA,1,10.149999999999999,3
2007,200706,2007-06-30,200705,CUST0000007392,MM,YA,1,1.83,4
2008,200805,2008-05-31,200804,CUST0000007392,MM,YA,1,10.149999999999999,5
2008,200806,2008-06-30,200805,CUST0000007392,MM,YA,1,19.51,6
2007,200711,2007-11-30,200710,CUST0000007429,LA,,1,1.5,1
2006,200605,2006-05-31,200604,CUST0000007501,MM,PE,4,13.729999999999999,1
2006,200606,2006-06-30,200605,CUST0000007501,MM,PE,5,14.770000000000001,2
2006,200607,2006-07-31,200606,CUST0000007501,MM,PE,2,17.549999999999997,3
2006,200608,2006-08-31,200607,CUST0000007501,MM,PE,1,4.85,4
2006,200609,2006-09-30,200608,CUST0000007501,MM,PE,2,4,5
2006,200610,2006-10-31,200609,CUST0000007501,MM,PE,3,6.85,6
2006,200611,2006-11-30,200610,CUST0000007501,MM,PE,1,1.96,7
2006,200612,2006-12-31,200611,CUST0000007501,MM,PE,2,6.09,8
2007,200701,2007-01-31,200612,CUST0000007501,MM,PE,2,17.23,9
2007,200703,2007-03-31,200702,CUST0000007501,MM,PE,1,1.93,10
2007,200705,2007-05-31,200704,CUST0000007501,MM,PE,1,9.0499999999999989,11
2007,200706,2007-06-30,200705,CUST0000007501,MM,PE,1,0.97,12
2007,200708,2007-08-31,200707,CUST0000007501,MM,PE,1,5.7000000000000011,13
2007,200709,2007-09-30,200708,CUST0000007501,MM,PE,1,0.47000000000000003,14
2007,200711,2007-11-30,200710,CUST0000007501,MM,PE,1,5.16,15
2008,200801,2008-01-31,200712,CUST0000007501,MM,PE,1,0.79,16
2008,200802,2008-02-29,200801,CUST0000007501,MM,PE,2,8.8600000000000012,17
2008,200804,2008-04-30,200803,CUST0000007501,MM,PE,1,1.84,18
2008,200806,2008-06-30,200805,CUST0000007501,MM,PE,2,8.99,19
2006,200610,2006-10-31,200609,CUST0000007712,LA,YF,1,0.42,1
2006,200612,2006-12-31,200611,CUST0000007712,LA,YF,1,1.58,2
2007,200704,2007-04-30,200703,CUST0000007712,LA,YF,2,22.56,3
2007,200712,2007-12-31,200711,CUST0000007712,LA,YF,1,0.97,4
2008,200801,2008-01-31,200712,CUST0000007712,LA,YF,1,36.3,5
2008,200802,2008-02-29,200801,CUST0000007712,LA,YF,1,6.580000000000001,6
2008,200804,2008-04-30,200803,CUST0000007712,LA,YF,1,0.42,7
2008,200805,2008-05-31,200804,CUST0000007712,LA,YF,1,6.580000000000001,8
2008,200806,2008-06-30,200805,CUST0000007712,LA,YF,1,18.869999999999997,9
2006,200611,2006-11-30,200610,CUST0000007759,UM,YF,1,2.94,1
2007,200703,2007-03-31,200702,CUST0000007759,UM,YF,1,2.95,2
2008,200801,2008-01-31,200712,CUST0000007759,UM,YF,1,2.26,3
2006,200607,2006-07-31,200606,CUST0000007860,LA,OT,1,46.070000000000007,1
2006,200608,2006-08-31,200607,CUST0000007860,LA,OT,1,44.820000000000007,2
2006,200610,2006-10-31,200609,CUST0000007860,LA,OT,3,148.05,3
2006,200611,2006-11-30,200610,CUST0000007860,LA,OT,1,46.740000000000009,4
2006,200612,2006-12-31,200611,CUST0000007860,LA,OT,2,92.01,5
2007,200701,2007-01-31,200612,CUST0000007860,LA,OT,1,40.72999999999999,6
2007,200702,2007-02-28,200701,CUST0000007860,LA,OT,2,83.83,7
2007,200703,2007-03-31,200702,CUST0000007860,LA,OT,5,266.09000000000003,8
2007,200704,2007-04-30,200703,CUST0000007860,LA,OT,1,58.38000000000001,9
2007,200705,2007-05-31,200704,CUST0000007860,LA,OT,2,141.98000000000002,10
2007,200707,2007-07-31,200706,CUST0000007860,LA,OT,4,330.35,11
2007,200708,2007-08-31,200707,CUST0000007860,LA,OT,1,56.940000000000012,12
2007,200709,2007-09-30,200708,CUST0000007860,LA,OT,3,219.76,13
2007,200710,2007-10-31,200709,CUST0000007860,LA,OT,1,68.320000000000007,14
2007,200711,2007-11-30,200710,CUST0000007860,LA,OT,1,17.43,15
2007,200712,2007-12-31,200711,CUST0000007860,LA,OT,1,41.2,16
2008,200801,2008-01-31,200712,CUST0000007860,LA,OT,5,201.23999999999998,17
2008,200802,2008-02-29,200801,CUST0000007860,LA,OT,2,115.88000000000001,18
2008,200803,2008-03-31,200802,CUST0000007860,LA,OT,2,96.039999999999992,19
2008,200804,2008-04-30,200803,CUST0000007860,LA,OT,1,32.22,20
2008,200805,2008-05-31,200804,CUST0000007860,LA,OT,2,127.86,21
2008,200806,2008-06-30,200805,CUST0000007860,LA,OT,2,172.53000000000003,22
2006,200605,2006-05-31,200604,CUST0000007939,UM,OT,2,34.62,1
2006,200606,2006-06-30,200605,CUST0000007939,UM,OT,2,34.82,2
2006,200609,2006-09-30,200608,CUST0000007939,UM,OT,3,13.239999999999998,3
2008,200805,2008-05-31,200804,CUST0000007939,UM,OT,1,33.809999999999995,4
2008,200806,2008-06-30,200805,CUST0000007939,UM,OT,2,6.7,5
2008,200803,2008-03-31,200802,CUST0000007960,MM,YF,2,46.04,1
2007,200703,2007-03-31,200702,CUST0000007993,MM,OT,1,0.67,1
2007,200712,2007-12-31,200711,CUST0000008005,UM,,1,1.07,1
2008,200801,2008-01-31,200712,CUST0000008005,UM,,2,18.42,2
2008,200802,2008-02-29,200801,CUST0000008005,UM,,1,1.8199999999999998,3
2008,200803,2008-03-31,200802,CUST0000008005,UM,,1,4.59,4
2008,200805,2008-05-31,200804,CUST0000008005,UM,,2,5.66,5
2008,200806,2008-06-30,200805,CUST0000008005,UM,,1,1.8199999999999998,6
2006,200604,2006-04-30,200603,CUST0000008415,MM,OT,9,73.01,1
2006,200605,2006-05-31,200604,CUST0000008415,MM,OT,14,207.92000000000002,2
2006,200606,2006-06-30,200605,CUST0000008415,MM,OT,16,172.09,3
2006,200607,2006-07-31,200606,CUST0000008415,MM,OT,19,180.83999999999997,4
2006,200608,2006-08-31,200607,CUST0000008415,MM,OT,18,198.4,5
2006,200609,2006-09-30,200608,CUST0000008415,MM,OT,23,227.17,6
2006,200610,2006-10-31,200609,CUST0000008415,MM,OT,17,200.09000000000003,7
2006,200611,2006-11-30,200610,CUST0000008415,MM,OT,13,196.24,8
2006,200612,2006-12-31,200611,CUST0000008415,MM,OT,14,190.82,9
2007,200701,2007-01-31,200612,CUST0000008415,MM,OT,14,136.48,10
2007,200702,2007-02-28,200701,CUST0000008415,MM,OT,16,151.88000000000002,11
2007,200703,2007-03-31,200702,CUST0000008415,MM,OT,9,91.12,12
2007,200704,2007-04-30,200703,CUST0000008415,MM,OT,13,181.24,13
2007,200705,2007-05-31,200704,CUST0000008415,MM,OT,14,167.97,14
2007,200706,2007-06-30,200705,CUST0000008415,MM,OT,11,125.37,15
2007,200707,2007-07-31,200706,CUST0000008415,MM,OT,10,135.87999999999997,16
2007,200708,2007-08-31,200707,CUST0000008415,MM,OT,18,184.59999999999997,17
2007,200709,2007-09-30,200708,CUST0000008415,MM,OT,10,160.71000000000004,18
2007,200710,2007-10-31,200709,CUST0000008415,MM,OT,13,144.06,19
2007,200711,2007-11-30,200710,CUST0000008415,MM,OT,13,154.68,20
2007,200712,2007-12-31,200711,CUST0000008415,MM,OT,12,169.65,21
2008,200801,2008-01-31,200712,CUST0000008415,MM,OT,9,94.739999999999981,22
2008,200802,2008-02-29,200801,CUST0000008415,MM,OT,16,203.85000000000002,23
2008,200803,2008-03-31,200802,CUST0000008415,MM,OT,12,139.91,24
2008,200804,2008-04-30,200803,CUST0000008415,MM,OT,14,154.81999999999996,25
2008,200805,2008-05-31,200804,CUST0000008415,MM,OT,12,134.75,26
2008,200806,2008-06-30,200805,CUST0000008415,MM,OT,16,144.27999999999997,27
2008,200807,2008-07-31,200806,CUST0000008415,MM,OT,3,43.220000000000006,28
2007,200711,2007-11-30,200710,CUST0000009065,LA,,1,1.6700000000000002,1
2006,200605,2006-05-31,200604,CUST0000009237,LA,OT,1,0.3,1
2006,200606,2006-06-30,200605,CUST0000009237,LA,OT,1,2.08,2
2006,200610,2006-10-31,200609,CUST0000009237,LA,OT,1,2.5700000000000003,3
2007,200708,2007-08-31,200707,CUST0000009237,LA,OT,1,1.52,4
2008,200801,2008-01-31,200712,CUST0000009369,MM,OT,1,0.4,1
2007,200704,2007-04-30,200703,CUST0000009685,UM,,1,0.45999999999999996,1
2006,200608,2006-08-31,200607,CUST0000009836,MM,YF,1,10,1
2006,200605,2006-05-31,200604,CUST0000009859,LA,,2,29.150000000000006,1
2006,200606,2006-06-30,200605,CUST0000009859,LA,,9,114.38999999999999,2
2006,200607,2006-07-31,200606,CUST0000009859,LA,,4,83.309999999999988,3
2006,200608,2006-08-31,200607,CUST0000009859,LA,,2,31.71,4
2006,200609,2006-09-30,200608,CUST0000009859,LA,,2,41.400000000000006,5
2006,200610,2006-10-31,200609,CUST0000009859,LA,,3,53.7,6
2006,200611,2006-11-30,200610,CUST0000009859,LA,,5,49.219999999999992,7
2006,200612,2006-12-31,200611,CUST0000009859,LA,,7,145.37,8
2007,200701,2007-01-31,200612,CUST0000009859,LA,,3,60.120000000000012,9
2007,200702,2007-02-28,200701,CUST0000009859,LA,,1,20.44,10
2007,200703,2007-03-31,200702,CUST0000009859,LA,,5,72.81,11
2007,200704,2007-04-30,200703,CUST0000009859,LA,,3,82.16,12
2007,200705,2007-05-31,200704,CUST0000009859,LA,,6,110.63000000000002,13
2007,200706,2007-06-30,200705,CUST0000009859,LA,,3,64.92,14
2007,200707,2007-07-31,200706,CUST0000009859,LA,,1,25.080000000000002,15
2007,200708,2007-08-31,200707,CUST0000009859,LA,,7,126.7,16
2007,200709,2007-09-30,200708,CUST0000009859,LA,,3,75.27,17
2007,200710,2007-10-31,200709,CUST0000009859,LA,,7,91.969999999999985,18
2007,200711,2007-11-30,200710,CUST0000009859,LA,,4,42.669999999999995,19
2007,200712,2007-12-31,200711,CUST0000009859,LA,,3,39.940000000000005,20
2008,200801,2008-01-31,200712,CUST0000009859,LA,,4,63.730000000000004,21
2008,200802,2008-02-29,200801,CUST0000009859,LA,,2,10.919999999999998,22
2008,200803,2008-03-31,200802,CUST0000009859,LA,,3,61.610000000000007,23
2008,200804,2008-04-30,200803,CUST0000009859,LA,,5,90.28,24
2008,200805,2008-05-31,200804,CUST0000009859,LA,,5,125.02999999999999,25
2008,200806,2008-06-30,200805,CUST0000009859,LA,,4,25.94,26
2008,200807,2008-07-31,200806,CUST0000009859,LA,,1,15.18,27
2006,200606,2006-06-30,200605,CUST0000010267,LA,OA,1,46.85,1
2006,200612,2006-12-31,200611,CUST0000010267,LA,OA,1,7.75,2
2008,200804,2008-04-30,200803,CUST0000010267,LA,OA,1,46.85,3
2006,200606,2006-06-30,200605,CUST0000010402,MM,,1,1.81,1
2006,200607,2006-07-31,200606,CUST0000010500,UM,OT,1,2.27,1
2008,200803,2008-03-31,200802,CUST0000011068,LA,PE,1,7.42,1
2006,200604,2006-04-30,200603,CUST0000011075,MM,OT,1,3.79,1
2006,200605,2006-05-31,200604,CUST0000011075,MM,OT,8,60.19,2
2006,200606,2006-06-30,200605,CUST0000011075,MM,OT,5,68.5,3
2006,200607,2006-07-31,200606,CUST0000011075,MM,OT,6,30.439999999999998,4
2006,200608,2006-08-31,200607,CUST0000011075,MM,OT,3,41.250000000000007,5
2006,200609,2006-09-30,200608,CUST0000011075,MM,OT,5,30.76,6
2006,200610,2006-10-31,200609,CUST0000011075,MM,OT,5,58.519999999999996,7
2006,200611,2006-11-30,200610,CUST0000011075,MM,OT,6,62.57,8
2006,200612,2006-12-31,200611,CUST0000011075,MM,OT,8,51.399999999999991,9
2007,200701,2007-01-31,200612,CUST0000011075,MM,OT,6,42.44,10
2007,200702,2007-02-28,200701,CUST0000011075,MM,OT,8,67.88000000000001,11
2007,200703,2007-03-31,200702,CUST0000011075,MM,OT,4,29.579999999999995,12
2007,200704,2007-04-30,200703,CUST0000011075,MM,OT,3,13.48,13
2007,200705,2007-05-31,200704,CUST0000011075,MM,OT,5,26.94,14
2007,200706,2007-06-30,200705,CUST0000011075,MM,OT,4,22.990000000000002,15
2007,200707,2007-07-31,200706,CUST0000011075,MM,OT,5,21.259999999999998,16
2007,200708,2007-08-31,200707,CUST0000011075,MM,OT,6,13.729999999999999,17
2007,200709,2007-09-30,200708,CUST0000011075,MM,OT,4,26.12,18
2007,200710,2007-10-31,200709,CUST0000011075,MM,OT,3,25.05,19
2007,200711,2007-11-30,200710,CUST0000011075,MM,OT,4,26.38,20
2007,200712,2007-12-31,200711,CUST0000011075,MM,OT,7,41.91,21
2008,200801,2008-01-31,200712,CUST0000011075,MM,OT,5,18.83,22
2008,200802,2008-02-29,200801,CUST0000011075,MM,OT,3,14.749999999999998,23
2008,200803,2008-03-31,200802,CUST0000011075,MM,OT,6,55.8,24
2008,200804,2008-04-30,200803,CUST0000011075,MM,OT,6,40.469999999999992,25
2008,200805,2008-05-31,200804,CUST0000011075,MM,OT,9,66.15,26
2008,200806,2008-06-30,200805,CUST0000011075,MM,OT,2,17.47,27
2006,200608,2006-08-31,200607,CUST0000011121,UM,OT,2,0.91,1
