CUST_CODE,CUST_PRICE_SENSITIVITY,CUST_LIFESTAGE,TOTAL_VISIT,TOTAL_SPEND,AVG_SPEND,LAST_VISIT,AVG_VISIT_PER_MONTH,AGE,PROB_WEEKEND,PROB_WEEKDAY,PROB_MORNING,PROB_AFTERNOON,PROB_EVENING,PROB_BAS_L,PROB_BAS_M,PROB_BAS_S,PROB_BAS_TYPE_FULL,PROB_BAS_TYPE_SMALL,PROB_BAS_TYPE_TOPUP,PROB_BAS_PRICE_LA,PROB_BAS_PRICE_MM,PROB_BAS_PRICE_UM,PROB_BAS_DOMI_FRESH,PROB_BAS_DOMI_GROCERY,PROB_BAS_DOMI_MIXED,PROB_BAS_DOMI_NONFOOD,CUS_PRICE_LA,CUS_PRICE_MM,CUS_PRICE_UM,CUS_LIFE_OA,CUS_LIFE_OF,CUS_LIFE_OT,CUS_LIFE_PE,CUS_LIFE_YA,CUS_LIFE_YF,VISIT_PER_MONTH
CUST0000286774,UM,,1,4.11,4.11,13,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
CUST0000086742,MM,,1,2.44,2.44,14,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
CUST0000187532,MM,,1,2.5,2.5,13,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
CUST0000773269,XX,,1,1.54,1.54,13,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CUST0000445851,UM,,1,36.7,36.7,10,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
CUST0000215713,UM,,1,0.68,0.68,19,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
CUST0000639933,MM,,1,64.53,64.53,10,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
CUST0000559492,LA,,1,10.14,10.14,11,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
CUST0000455073,LA,,1,10.44,10.44,23,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
CUST0000665344,MM,,1,0.98,0.98,17,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
CUST0000343746,UM,,1,4.24,4.24,8,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
CUST0000978257,LA,,1,0.91,0.91,25,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
CUST0000553956,MM,,1,0.57,0.57,23,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
CUST0000888838,UM,,1,2.25,2.25,22,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
CUST0000128833,MM,,1,0.57,0.57,18,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
CUST0000352933,LA,,1,10.6,10.6,7,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
CUST0000249397,MM,,1,2.86,2.86,26,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
CUST0000389885,MM,,1,4.05,4.05,5,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
CUST0000132217,MM,,1,6.76,6.76,5,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
CUST0000223416,MM,,1,4.62,4.62,26,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
CUST0000598721,MM,,1,0.33,0.33,4,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
CUST0000533768,UM,,1,2.1,2.1,16,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
CUST0000781088,UM,,1,11.9,11.9,18,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
CUST0000990480,MM,,1,5.53,5.53,21,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
CUST0000297236,XX,,1,6.11,6.11,5,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CUST0000627267,LA,,1,0.3,0.3,4,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
CUST0000857882,MM,,1,3,3,16,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
CUST0000754598,UM,,1,0.92,0.92,11,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
CUST0000696402,UM,,1,7.67,7.67,9,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
CUST0000468377,MM,,1,0.86,0.86,27,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
CUST0000103257,UM,,1,18.21,18.21,21,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
CUST0000046385,LA,,1,6.44,6.44,21,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
CUST0000585471,LA,,1,3.54,3.54,5,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
CUST0000026502,LA,,1,9.9,9.9,16,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
CUST0000414687,LA,,1,12.33,12.33,22,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
CUST0000663803,LA,,1,0.41,0.41,25,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
CUST0000371351,UM,,1,4.47,4.47,8,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
CUST0000558916,MM,,1,2.59,2.59,19,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
CUST0000701004,UM,,1,2.56,2.56,19,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
CUST0000264284,LA,,1,16.65,16.65,25,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
CUST0000831418,LA,,1,0.68,0.68,8,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
CUST0000316818,UM,,1,6.77,6.77,21,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
CUST0000565431,MM,,1,54.59,54.59,16,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
CUST0000921732,LA,,1,1.96,1.96,4,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
CUST0000345090,LA,,1,104.11,104.11,24,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
CUST0000843201,MM,,1,1.46,1.46,12,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
CUST0000910052,XX,,1,3.02,3.02,25,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CUST0000479777,UM,,1,5.67,5.67,24,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
CUST0000934510,UM,,1,25.48,25.48,7,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
CUST0000472952,LA,,1,0.89,0.89,27,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
CUST0000478817,MM,,1,2.97,2.97,19,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
CUST0000444878,LA,,1,0.98,0.98,21,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
CUST0000212238,LA,,1,3.64,3.64,19,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
CUST0000763816,UM,,1,3.04,3.04,22,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
CUST0000382725,MM,,1,0.39,0.39,16,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
CUST0000497447,LA,,1,0.98,0.98,25,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
CUST0000429733,XX,,1,3.73,3.73,19,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CUST0000322279,XX,,1,0.79,0.79,17,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CUST0000271623,MM,,1,1.38,1.38,21,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
CUST0000952793,MM,,1,1.37,1.37,23,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
CUST0000378964,UM,,1,1.32,1.32,27,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
CUST0000000181,MM,,1,2.44,2.44,18,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
CUST0000956173,MM,,1,0.36,0.36,11,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
CUST0000343135,MM,,1,1.6,1.6,18,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
CUST0000285585,XX,,1,5.09,5.09,14,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CUST0000279591,MM,,1,3.57,3.57,19,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
CUST0000009065,LA,,1,1.67,1.67,8,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
CUST0000950598,MM,,1,4.67,4.67,8,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
CUST0000803126,MM,,1,2.96,2.96,22,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
CUST0000530579,LA,,1,2.47,2.47,10,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
CUST0000261665,MM,,1,2.89,2.89,10,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
CUST0000526408,MM,,1,2.02,2.02,23,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
CUST0000136546,LA,,1,0.75,0.75,12,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
CUST0000672588,LA,,1,1.96,1.96,13,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
CUST0000899898,UM,,1,8.65,8.65,22,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
CUST0000118687,UM,,1,30.6,30.6,4,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
CUST0000330756,MM,,1,1.04,1.04,24,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
CUST0000088959,MM,,1,10.35,10.35,24,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
CUST0000188257,MM,,1,1.74,1.74,19,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
CUST0000108442,MM,,1,2,2,15,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
CUST0000446108,UM,,1,5.03,5.03,23,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
CUST0000965714,LA,,1,1.82,1.82,18,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
CUST0000741350,UM,,1,5.07,5.07,18,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
CUST0000123905,UM,,1,0.39,0.39,4,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
CUST0000196837,UM,,1,1.89,1.89,8,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
CUST0000869469,MM,,1,10.49,10.49,10,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
CUST0000168039,UM,,1,1.87,1.87,23,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
CUST0000685976,MM,,1,97.78,97.78,12,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
CUST0000515625,XX,,1,2.81,2.81,22,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CUST0000071515,LA,,1,20.74,20.74,20,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
CUST0000174131,LA,,1,1.47,1.47,11,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
CUST0000999654,LA,,1,5.86,5.86,25,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
CUST0000344574,MM,,1,1.71,1.71,20,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
CUST0000501609,MM,,1,1.31,1.31,20,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
CUST0000023030,UM,,1,9.88,9.88,12,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
CUST0000981050,LA,,1,2.4,2.4,4,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
CUST0000353722,LA,,1,3.03,3.03,10,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
CUST0000251475,LA,,1,2.24,2.24,19,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
CUST0000385776,LA,,1,3.57,3.57,11,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
CUST0000660247,UM,,1,0.13,0.13,27,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
CUST0000509127,LA,,1,0.86,0.86,12,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
CUST0000371341,MM,,1,13.34,13.34,23,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
CUST0000562256,MM,,1,2.22,2.22,16,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
CUST0000665321,MM,,1,2.06,2.06,13,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
CUST0000641333,MM,,1,1.54,1.54,17,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
CUST0000671086,MM,,1,26.58,26.58,17,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
CUST0000883613,UM,,1,6.17,6.17,18,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
CUST0000485870,LA,,1,16.31,16.31,12,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
CUST0000569046,XX,,1,8.38,8.38,10,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CUST0000775627,LA,,1,0.83,0.83,5,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
CUST0000111790,LA,,1,16.13,16.13,27,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
CUST0000278767,MM,,1,0.34,0.34,26,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
CUST0000241607,MM,,1,6.95,6.95,16,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
CUST0000964866,LA,,1,8.34,8.34,25,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
CUST0000428644,MM,,1,0.52,0.52,17,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
CUST0000234852,LA,,1,0.28,0.28,19,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
CUST0000105068,LA,,1,15.96,15.96,12,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
CUST0000639623,MM,,1,10.55,10.55,6,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
CUST0000509250,MM,,1,0.73,0.73,27,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
CUST0000196712,MM,,1,0.81,0.81,24,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
CUST0000069178,MM,,1,56.76,56.76,20,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CUST0000865388,LA,,1,2.96,2.96,6,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
CUST0000568448,MM,,1,7.92,7.92,7,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
CUST0000407466,LA,,1,0.42,0.42,7,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
